_id,Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Reporting Zone,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
1982,2013,January,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,13-Jan-13,3,1.15,0.43,2.92,0.00,,Brood
1983,2013,February,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,21-Feb-13,2,0.80,0.18,1.90,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1984,2013,March,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,15-Mar-13,2,0.93,0.15,0.90,0.85,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1985,2013,March,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (broodstock in spawning year),Brood
1986,2013,April,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Pre-treatment,3-Apr-13,1,2.80,1.50,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1987,2013,April,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,n/a,0,,,,,Management action planned (In-feed treatment),Brood
1988,2013,May,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,n/a,0,,,,,In-feed treatment,Brood
1989,2013,June,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),Brood
1990,2013,July,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Post in-feed treatment,2-Jul-13,4,0.11,0.03,0.00,0.00,,Brood
1991,2013,August,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,4-Aug-13,2,0.05,0.00,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1992,2013,September,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,7-Sep-13,3,0.28,0.02,0.05,0.00,,Brood
1993,2013,October,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,10-Oct-13,2,0.73,0.15,0.00,0.08,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1994,2013,November,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,6-Nov-13,2,0.35,0.15,1.80,0.05,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1995,2013,December,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,30-Dec-13,1,0.90,0.90,0.70,1.85,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1996,2014,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,6-Jan-14,1,2.50,0.90,1.65,0.35,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1997,2014,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,13-Jan-14,1,1.10,0.45,0.00,3.75,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1998,2014,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,25-Jan-14,1,1.90,0.95,0.00,3.70,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
1999,2014,February,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,20-Feb-14,3,1.53,0.70,3.25,0.18,,Brood
2000,2014,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,9-Mar-14,3,0.10,0.00,0.05,0.00,,Brood
2001,2014,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (broodstock in spawning year),Brood
2002,2014,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,3-Apr-14,6,1.14,0.44,1.28,0.28,,Brood
2003,2014,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (broodstock in spawning year),Brood
2004,2014,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,6-May-14,4,1.29,0.76,0.51,0.58,,Brood
2005,2014,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (broodstock in spawning year),Brood
2006,2014,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,14-Jun-14,3,0.23,0.00,0.00,0.07,,Brood
2007,2014,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (broodstock in spawning year),Brood
2008,2014,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,13-Jul-14,4,0.21,0.09,0.11,0.04,,Brood
2009,2014,August,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,15-Aug-14,3,0.27,0.07,0.03,0.13,,Brood
2010,2014,September,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Threshold exceedance,16-Sep-14,1,3.05,1.50,0.00,0.10,Bi-weekly counts; Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,2014,October,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,7-Oct-14,2,1.08,0.43,0.30,0.10,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2012,2014,November,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,4-Nov-14,1,1.75,1.05,0.00,0.05,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2013,2014,November,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,17-Nov-14,4,2.11,1.38,2.33,0.06,,Brood
2014,2014,December,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,21-Dec-14,2,2.40,1.35,0.55,0.55,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2015,2015,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,10-Jan-15,2,4.33,2.15,1.53,0.90,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2016,2015,February,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Threshold exceedance,3-Feb-15,3,3.60,2.05,0.00,0.22,Management action planned (In-feed treatment),Brood
2017,2015,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,4-Mar-15,1,2.85,1.55,0.35,0.15,Management action planned (In-feed treatment),Brood
2018,2015,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Pre-treatment; Follow-up,21-Mar-15,3,7.90,4.45,1.62,0.28,In-feed treatment,Brood
2019,2015,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,7-Apr-15,1,0.50,0.00,0.00,0.05,,Brood
2020,2015,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),Brood
2021,2015,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Post in-feed treatment,17-May-15,3,0.10,0.07,0.02,0.00,,Brood
2022,2015,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (health management action),Brood
2023,2015,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (poor environmental conditions),Brood
2024,2015,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,22-Jul-15,3,0.12,0.05,0.00,0.00,,Brood
2025,2015,August,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (poor environmental conditions),Brood
2026,2015,September,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (poor environmental conditions),Brood
2027,2015,October,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,16-Oct-15,5,0.19,0.10,0.07,0.04,,Brood
2028,2015,November,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,22-Nov-15,2,0.00,0.00,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2029,2015,December,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,13-Dec-15,3,0.70,0.37,1.65,0.38,,Brood
2030,2016,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,2-Jan-16,2,1.43,0.58,2.23,0.35,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2031,2016,January,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,16-Jan-16,1,0.15,0.10,0.65,0.10,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2032,2016,February,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,18-Feb-16,4,1.15,0.53,0.89,2.96,,Brood
2033,2016,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,20-Mar-16,2,1.45,0.55,2.73,2.75,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2034,2017,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2035,2017,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2036,2017,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,1-May-17,4,0.02,0.00,0.06,0.36,,1
2037,2017,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,1-Jun-17,3,0.01,0.00,0.01,0.00,,1
2038,2017,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2039,2019,March,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2040,2019,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2041,2019,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,9-May-19,3,0.10,0.00,0.00,0.91,,1
2042,2019,May,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,25-May-19,4,0.02,0.00,0.04,0.34,,1
2043,2019,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2044,2019,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2045,2021,February,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,n/a,,,,,,Count(s) not required (<4 pens),1
2046,2021,March,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,10-Mar-21,3,0.00,0.00,0.00,0.00,,1
2047,2021,March,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,30-Mar-21,3,0.05,0.00,0.05,0.05,,1
2048,2021,April,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,8-Apr-21,3,0.13,0.00,0.08,0.32,,1
2049,2021,April,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,14-Apr-21,3,0.20,0.00,0.07,0.52,,1
2050,2021,April,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,20-Apr-21,3,0.00,0.00,0.03,0.05,,1
2051,2021,April,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,27-Apr-21,3,0.15,0.02,0.07,0.10,,1
2052,2021,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,2-May-21,3,0.07,0.00,0.00,0.08,,1
2053,2021,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,13-May-21,3,0.00,0.00,0.03,0.05,,1
2054,2021,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,16-May-21,3,0.20,0.10,0.07,0.02,,1
2055,2021,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,23-May-21,3,0.12,0.03,0.13,0.07,,1
2056,2021,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,30-May-21,3,0.05,0.02,0.02,0.02,,1
2057,2021,June,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,6-Jun-21,3,0.15,0.02,0.10,0.00,,1
2058,2021,June,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,13-Jun-21,3,0.12,0.08,0.08,0.02,,1
2059,2021,June,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,20-Jun-21,3,0.07,0.00,0.07,0.02,,1
2060,2021,June,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,27-Jun-21,3,0.18,0.07,0.03,0.00,,1
2061,2021,July,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,4-Jul-21,3,0.05,0.00,0.07,0.00,,1
2062,2021,July,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,12-Jul-21,5,0.05,0.01,0.04,0.00,,1
2063,2021,July,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,18-Jul-21,3,0.07,0.02,0.02,0.00,,1
2064,2021,July,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,25-Jul-21,3,0.00,0.00,0.00,0.00,,1
2065,2021,August,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,3-Aug-21,3,0.10,0.02,0.03,0.00,,1
2066,2021,September,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2067,2011,January,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,12-Jan-11,3,0.15,0.05,0.38,0.07,,2
2068,2011,February,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,16-Feb-11,3,0.37,0.12,0.12,0.70,,2
2069,2011,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,16-Mar-11,3,0.62,0.27,0.38,0.45,,2
2070,2011,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,23-Mar-11,3,1.27,0.20,0.07,0.30,,2
2071,2011,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,6-Apr-11,3,0.63,0.38,0.33,0.25,,2
2072,2011,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Apr-11,3,0.65,0.40,0.22,0.18,,2
2073,2011,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,4-May-11,3,1.28,0.55,1.88,0.32,,2
2074,2011,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-May-11,3,2.67,0.93,0.42,0.87,,2
2075,2011,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Threshold exceedance; Pre-treatment,6-Jun-11,3,3.97,1.60,0.60,1.02,In-feed treatment,2
2076,2011,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),2
2077,2011,July,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,4-Jul-11,3,0.88,0.37,0.00,0.00,,2
2078,2011,July,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Post in-feed treatment,20-Jul-11,3,0.07,0.03,0.03,0.00,,2
2079,2011,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,17-Aug-11,3,0.02,0.00,0.18,0.03,,2
2080,2011,September,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,21-Sep-11,3,0.17,0.02,4.72,1.55,,2
2081,2011,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Oct-11,3,0.50,0.12,1.08,0.45,,2
2082,2011,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Oct-11,3,0.50,0.12,1.08,0.45,,2
2083,2011,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Oct-11,3,0.50,0.12,1.08,0.45,,2
2084,2012,January,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
2085,2016,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,17-May-16,3,0.67,0.20,0.32,0.03,,1
2086,2016,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,24-May-16,2,0.45,0.23,0.98,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2087,2016,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,31-May-16,3,1.12,0.22,2.00,0.20,,1
2088,2016,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,8-Jun-16,3,1.70,0.78,1.97,0.00,,1
2089,2016,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,14-Jun-16,3,1.73,0.35,1.67,0.33,,1
2090,2016,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,22-Jun-16,2,2.78,1.50,2.40,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2091,2016,July,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,2-Jul-16,3,1.45,0.60,1.63,0.27,,1
2092,2016,July,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,28-Jul-16,3,1.77,0.53,1.37,0.23,,1
2093,2016,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Aug-16,3,2.25,1.23,0.92,0.10,,1
2094,2016,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,30-Aug-16,3,2.87,2.08,3.53,0.10,,1
2095,2016,September,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Threshold exceedance,27-Sep-16,3,3.83,3.12,1.78,0.28,Management action planned (In-feed treatment),1
2096,2016,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,18-Oct-16,3,6.22,4.32,4.63,1.15,Management action planned (In-feed treatment),1
2097,2016,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,1-Nov-16,3,8.47,5.10,2.68,0.48,Management action planned (In-feed treatment),2
2098,2016,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Pre-treatment; Follow-up,15-Nov-16,3,8.37,4.07,3.32,0.70,In-feed treatment,2
2099,2016,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,13-Dec-16,3,2.53,1.83,0.00,0.00,,2
2100,2016,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Post in-feed treatment,31-Dec-16,3,0.28,0.22,0.17,0.03,,2
2101,2017,January,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,19-Jan-17,3,0.32,0.27,0.00,0.00,,2
2102,2017,February,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,7-Feb-17,2,0.55,0.40,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2103,2017,February,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,14-Feb-17,3,0.32,0.20,0.00,0.00,,2
2104,2017,February,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,21-Feb-17,2,0.23,0.15,0.20,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2105,2017,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,1-Mar-17,3,0.62,0.28,0.00,0.05,,2
2106,2017,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Mar-17,2,0.13,0.13,1.05,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2107,2017,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,27-Mar-17,3,0.33,0.15,0.23,0.07,,2
2108,2017,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,4-Apr-17,2,0.70,0.48,0.73,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2109,2017,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,12-Apr-17,3,1.62,1.03,1.28,0.00,,2
2110,2017,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Apr-17,2,0.73,0.25,2.75,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2111,2017,April,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,24-Apr-17,3,1.20,0.48,1.68,0.15,,2
2112,2017,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,1-May-17,2,1.03,0.45,2.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2113,2017,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2114,2017,June,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
2115,2018,July,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,20-Jul-18,2,0.15,0.05,1.65,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2116,2018,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,6-Aug-18,3,0.42,0.18,0.63,0.00,,1
2117,2018,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,14-Aug-18,2,1.03,0.33,2.20,0.50,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2118,2018,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,18-Aug-18,4,1.55,0.58,1.79,4.34,,1
2119,2018,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,26-Aug-18,2,1.75,0.63,3.48,2.83,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2120,2018,August,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,29-Aug-18,6,2.12,0.71,1.21,4.51,,1
2121,2018,September,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,6-Sep-18,2,2.15,0.73,19.98,1.53,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2122,2018,September,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,15-Sep-18,3,2.27,1.12,10.72,8.55,,1
2123,2018,September,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,25-Sep-18,2,5.20,0.90,1.18,0.70,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2124,2018,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Threshold exceedance,2-Oct-18,3,6.70,2.40,3.87,3.73,Management action planned (Mechanical removal treatment),2
2125,2018,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Follow-up,9-Oct-18,2,7.13,2.35,1.00,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2126,2018,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Pre-treatment; Follow-up,15-Oct-18,6,3.75,1.73,2.80,0.32,Mechanical removal treatment,2
2127,2018,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Post mechanical removal or bath treatment,16-Oct-18,6,0.86,0.46,1.00,0.05,Mechanical removal treatment,2
2128,2018,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Passage,Routine monitoring,27-Oct-18,3,1.90,0.77,1.47,0.27,,2
