year,week,date,farm_name,all_lep
2005,20,2005-05-16,Wicklow,3
2005,20,2005-05-16,Wicklow,3
2005,20,2005-05-16,Wicklow,3
2005,20,2005-05-16,Wicklow,3
2005,20,2005-05-16,Wicklow,2
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,3
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,3
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,3
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,5
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,4
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,0
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Burdwood,2
2005,21,2005-05-23,Burdwood,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,2
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,2
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,1
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Glacier,0
2005,21,2005-05-23,Wicklow,10
2005,21,2005-05-23,Wicklow,4
2005,21,2005-05-23,Wicklow,6
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,4
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,4
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,10
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,9
2005,21,2005-05-23,Wicklow,4
2005,21,2005-05-23,Wicklow,10
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,6
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,6
2005,21,2005-05-23,Wicklow,9
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,7
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,5
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,4
2005,21,2005-05-23,Wicklow,1
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,3
2005,21,2005-05-23,Wicklow,6
2005,21,2005-05-23,Wicklow,2
2005,21,2005-05-23,Wicklow,0
2005,21,2005-05-23,Wicklow,8
2005,22,2005-05-30,Burdwood,13
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,10
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,1
2005,22,2005-05-30,Burdwood,1
2005,22,2005-05-30,Burdwood,7
2005,22,2005-05-30,Burdwood,6
2005,22,2005-05-30,Burdwood,6
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,7
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,6
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,1
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,8
2005,22,2005-05-30,Burdwood,0
2005,22,2005-05-30,Burdwood,2
2005,22,2005-05-30,Burdwood,7
2005,22,2005-05-30,Burdwood,1
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,1
2005,22,2005-05-30,Burdwood,9
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,9
2005,22,2005-05-30,Burdwood,5
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Burdwood,4
2005,22,2005-05-30,Burdwood,6
2005,22,2005-05-30,Burdwood,3
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,6
2005,22,2005-05-30,Wicklow,4
2005,22,2005-05-30,Wicklow,13
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,7
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,6
2005,22,2005-05-30,Wicklow,3
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,4
2005,22,2005-05-30,Wicklow,4
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,4
2005,22,2005-05-30,Wicklow,6
2005,22,2005-05-30,Wicklow,14
2005,22,2005-05-30,Wicklow,3
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,3
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,5
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,10
2005,22,2005-05-30,Wicklow,5
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,6
2005,22,2005-05-30,Wicklow,16
2005,22,2005-05-30,Wicklow,8
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,4
2005,22,2005-05-30,Wicklow,5
2005,22,2005-05-30,Wicklow,16
2005,22,2005-05-30,Wicklow,0
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,8
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,7
2005,22,2005-05-30,Wicklow,10
2005,22,2005-05-30,Wicklow,7
2005,22,2005-05-30,Wicklow,6
2005,22,2005-05-30,Wicklow,8
2005,22,2005-05-30,Wicklow,14
2005,22,2005-05-30,Wicklow,3
2005,22,2005-05-30,Wicklow,7
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,10
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,2
2005,22,2005-05-30,Wicklow,1
2005,22,2005-05-30,Wicklow,2
2005,23,2005-06-06,Burdwood,6
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,6
2005,23,2005-06-06,Burdwood,7
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,6
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,6
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,5
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,6
2005,23,2005-06-06,Burdwood,3
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,4
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,4
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,3
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,2
2005,23,2005-06-06,Burdwood,5
2005,23,2005-06-06,Burdwood,1
2005,23,2005-06-06,Burdwood,4
2005,23,2005-06-06,Burdwood,0
2005,23,2005-06-06,Burdwood,3
2005,23,2005-06-06,Burdwood,5
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,5
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,4
2005,23,2005-06-06,Wicklow,15
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,8
2005,23,2005-06-06,Wicklow,4
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,12
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,3
2005,23,2005-06-06,Wicklow,6
2005,23,2005-06-06,Wicklow,9
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,5
2005,23,2005-06-06,Wicklow,19
2005,23,2005-06-06,Wicklow,1
2005,23,2005-06-06,Wicklow,4
2005,23,2005-06-06,Wicklow,4
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,7
2005,23,2005-06-06,Wicklow,3
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,12
2005,23,2005-06-06,Wicklow,3
2005,23,2005-06-06,Wicklow,3
2005,23,2005-06-06,Wicklow,5
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,3
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,12
2005,23,2005-06-06,Wicklow,0
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,2
2005,23,2005-06-06,Wicklow,14
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,4
2005,24,2005-06-14,Burdwood,5
2005,24,2005-06-14,Burdwood,13
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,11
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,8
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,16
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,2
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,16
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,3
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,5
2005,24,2005-06-14,Burdwood,1
2005,24,2005-06-14,Burdwood,0
2005,24,2005-06-14,Wicklow,19
2005,24,2005-06-14,Wicklow,5
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,12
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,3
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,2
2005,24,2005-06-14,Wicklow,4
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,5
2005,24,2005-06-14,Wicklow,6
2005,24,2005-06-14,Wicklow,9
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,14
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,3
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,5
2005,24,2005-06-14,Wicklow,4
2005,24,2005-06-14,Wicklow,2
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,3
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,2
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,5
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,2
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,0
2005,24,2005-06-14,Wicklow,1
2005,24,2005-06-14,Wicklow,11
2005,24,2005-06-14,Wicklow,7
2005,24,2005-06-15,Glacier,3
2005,24,2005-06-15,Glacier,2
2005,24,2005-06-15,Glacier,13
2005,24,2005-06-15,Glacier,1
2005,24,2005-06-15,Glacier,1
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,1
2005,24,2005-06-15,Glacier,1
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,1
2005,24,2005-06-15,Glacier,0
2005,24,2005-06-15,Glacier,3
2005,24,2005-06-15,Glacier,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,2
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,2
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,1
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,3
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,1
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,4
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,2
2005,25,2005-06-20,Burdwood,2
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,1
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,1
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,2
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Burdwood,3
2005,25,2005-06-20,Burdwood,11
2005,25,2005-06-20,Burdwood,0
2005,25,2005-06-20,Wicklow,3
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,5
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,2
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,2
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,11
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,3
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,3
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,0
2005,25,2005-06-20,Wicklow,1
2005,25,2005-06-20,Wicklow,9
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,3
2006,10,2006-03-10,Burdwood,2
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,2
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,2
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,2
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,0
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Burdwood,4
2006,10,2006-03-10,Burdwood,2
2006,10,2006-03-10,Burdwood,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,4
2006,10,2006-03-10,Glacier,3
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,2
2006,10,2006-03-10,Glacier,3
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,2
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,2
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,0
2006,10,2006-03-10,Glacier,3
2006,10,2006-03-10,Glacier,1
2006,10,2006-03-10,Glacier,2
2006,12,2006-03-25,Burdwood,0
2006,12,2006-03-25,Burdwood,1
2006,12,2006-03-25,Burdwood,2
2006,12,2006-03-25,Burdwood,0
2006,12,2006-03-25,Burdwood,0
2006,12,2006-03-25,Burdwood,2
2006,12,2006-03-25,Burdwood,5
2006,12,2006-03-25,Burdwood,5
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,3
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,2
2006,12,2006-03-25,Glacier,1
2006,12,2006-03-25,Glacier,0
2006,12,2006-03-25,Glacier,1
