year,farm_name,lep_av,cal_av,ref,month
2020,Brent Island,4.15,9.77,1401,10
2020,Brent Island,4.41,5.28,1401,11
2020,Brent Island,4.58,1.28,1401,11
2020,Brent Island,1.9,0,1401,11
2020,Brent Island,4.23,1.17,1401,12
2020,Brent Island,2.43,0,1401,12
2020,Brent Island,2.16,1.43,1401,12
2020,Brent Island,2.57,1.18,1401,12
2021,Brent Island,2.55,1.2,1401,1
2021,Brent Island,1.92,0,1401,1
2021,Brent Island,2.55,1.2,1401,2
2021,Brent Island,NA,NA,1401,2
2021,Brent Island,NA,NA,1401,3
2011,Brougham Point,0.23,0,388,1
2011,Brougham Point,0.05,0,388,2
2011,Brougham Point,0,0,388,3
2011,Brougham Point,0.07,0.05,388,3
2011,Brougham Point,0,0,388,3
2011,Brougham Point,0,0,388,4
2011,Brougham Point,0.03,0,388,4
2011,Brougham Point,0,0.6,388,5
2011,Brougham Point,0.18,0.27,388,5
2011,Brougham Point,0.2,1.23,388,5
2011,Brougham Point,0.18,0.62,388,6
2011,Brougham Point,0.25,0.33,388,6
2011,Brougham Point,0.48,0.17,388,7
2011,Brougham Point,1.47,3.28,388,8
2011,Brougham Point,1.88,2.8,388,8
2011,Brougham Point,2.02,2.97,388,9
2011,Brougham Point,2.15,1.33,388,9
2011,Brougham Point,0.58,0,388,10
2011,Brougham Point,0.17,0,388,10
2011,Brougham Point,0.07,0,388,11
2011,Brougham Point,0.02,1,388,12
2012,Brougham Point,0.03,0.93,388,1
2012,Brougham Point,0.22,1.45,388,2
2012,Brougham Point,0.97,2.85,388,3
2012,Brougham Point,0.38,1.98,388,3
2012,Brougham Point,2.78,1.9,388,4
2012,Brougham Point,3.43,1.43,388,4
2012,Brougham Point,NA,NA,388,5
2012,Brougham Point,NA,NA,388,6
2011,Burdwood,0.25,0.5,1144,1
2011,Burdwood,1.22,0.37,1144,1
2011,Burdwood,0.03,0.03,1144,2
2011,Burdwood,0.12,0,1144,3
2011,Burdwood,0.15,0,1144,3
2011,Burdwood,0.13,0,1144,4
2011,Burdwood,0.03,0,1144,4
2011,Burdwood,0.02,0.42,1144,5
2011,Burdwood,0.02,0.08,1144,5
2011,Burdwood,0.02,0.47,1144,6
2011,Burdwood,0.08,0.15,1144,6
2011,Burdwood,0.03,0.08,1144,7
2011,Burdwood,0.03,0,1144,7
2011,Burdwood,0.05,0.05,1144,8
2011,Burdwood,0.02,0.02,1144,8
2011,Burdwood,0.1,0.02,1144,9
2011,Burdwood,0.12,0.08,1144,9
2011,Burdwood,0.23,0,1144,10
2011,Burdwood,NA,NA,1144,11
2011,Burdwood,NA,NA,1144,12
2012,Burdwood,NA,NA,1144,1
2012,Burdwood,0.7,0.6,1144,2
2012,Burdwood,0.35,0.12,1144,3
2012,Burdwood,0.05,0.03,1144,3
2012,Burdwood,0.13,0.05,1144,4
2012,Burdwood,0.13,0.02,1144,4
2012,Burdwood,0.02,0.12,1144,5
2012,Burdwood,0.03,0.8,1144,5
2012,Burdwood,NA,NA,1144,6
2012,Burdwood,0.17,0.02,1144,7
2012,Burdwood,NA,NA,1144,8
2012,Burdwood,0.88,0.07,1144,9
2012,Burdwood,0.55,0.13,1144,10
2012,Burdwood,0.52,0.03,1144,11
2012,Burdwood,0.88,0.02,1144,12
2013,Burdwood,1.55,0.08,1144,1
2013,Burdwood,0.95,0.08,1144,2
2013,Burdwood,NA,NA,1144,3
2013,Burdwood,NA,NA,1144,4
2013,Burdwood,NA,NA,1144,5
2013,Burdwood,0.22,0.13,1144,6
2013,Burdwood,0.35,0.1,1144,7
2013,Burdwood,0.12,0.03,1144,7
2013,Burdwood,0.07,0.02,1144,8
2013,Burdwood,0.28,0.15,1144,8
2013,Burdwood,0.48,0.35,1144,9
2013,Burdwood,1.1,0.05,1144,9
2013,Burdwood,2.07,0.07,1144,10
2013,Burdwood,3.28,0.05,1144,10
2013,Burdwood,3.18,0.22,1144,11
2013,Burdwood,1.32,0,1144,12
2013,Burdwood,0.05,0.03,1144,12
2014,Burdwood,0.02,0,1144,1
2014,Burdwood,0.08,0,1144,1
2014,Burdwood,0,0,1144,2
2014,Burdwood,0.05,0,1144,2
2014,Burdwood,0.02,0,1144,3
2014,Burdwood,0,0,1144,3
2014,Burdwood,0,0,1144,4
2014,Burdwood,0,0.08,1144,4
2014,Burdwood,0,0.12,1144,4
2014,Burdwood,0,0,1144,5
2014,Burdwood,0,0.25,1144,5
2014,Burdwood,0.08,0.07,1144,6
2014,Burdwood,0,0.08,1144,7
2014,Burdwood,0,0.03,1144,7
2014,Burdwood,0.02,0,1144,8
2014,Burdwood,0.12,0.03,1144,8
2014,Burdwood,NA,NA,1144,9
2014,Burdwood,NA,NA,1144,10
2014,Burdwood,NA,NA,1144,12
2015,Burdwood,NA,NA,1144,1
2015,Burdwood,0.03,0.23,1144,2
2015,Burdwood,0.03,1.25,1144,2
2015,Burdwood,0.12,0.63,1144,3
2015,Burdwood,0.32,0.68,1144,3
2015,Burdwood,0.42,5.57,1144,4
2015,Burdwood,1.48,4.79,1144,4
2015,Burdwood,2.4,6.87,1144,4
2015,Burdwood,0.5,0.28,1144,5
2015,Burdwood,NA,NA,1144,5
2015,Burdwood,0.23,0.05,1144,6
2015,Burdwood,0.2,0.13,1144,6
2015,Burdwood,0.03,0.07,1144,7
2015,Burdwood,0.23,0.12,1144,7
2015,Burdwood,0.13,0,1144,8
2015,Burdwood,0.03,0,1144,8
2015,Burdwood,0.17,0,1144,9
2015,Burdwood,0.5,0.02,1144,10
2015,Burdwood,0.68,0.08,1144,10
2015,Burdwood,1.13,0.28,1144,11
2015,Burdwood,1.15,0.23,1144,11
2015,Burdwood,1.18,0.13,1144,12
2016,Burdwood,NA,NA,1144,1
2016,Burdwood,NA,NA,1144,2
2016,Burdwood,NA,NA,1144,3
2016,Burdwood,0.02,2.45,1144,4
2016,Burdwood,NA,NA,1144,4
2016,Burdwood,0.08,3.82,1144,5
2016,Burdwood,NA,NA,1144,5
2016,Burdwood,0.15,1.69,1144,6
2016,Burdwood,0.08,1.53,1144,6
2016,Burdwood,0.09,0.7,1144,7
2016,Burdwood,0.13,0.34,1144,7
2016,Burdwood,0.08,0.39,1144,8
2016,Burdwood,0.25,0.16,1144,8
2016,Burdwood,0.39,0.3,1144,9
2016,Burdwood,0.44,0.11,1144,9
2016,Burdwood,0.8,0.27,1144,10
2016,Burdwood,0.33,0.11,1144,10
2016,Burdwood,0.39,0.08,1144,11
2016,Burdwood,0.99,0.11,1144,12
2016,Burdwood,0.88,1.07,1144,12
2017,Burdwood,1.08,1.04,1144,1
2017,Burdwood,0.77,0.65,1144,1
2017,Burdwood,0.44,0.21,1144,2
2017,Burdwood,0.03,0,1144,3
2017,Burdwood,0.06,0.08,1144,3
2017,Burdwood,0.18,0.28,1144,3
2017,Burdwood,0.02,0.18,1144,4
2017,Burdwood,0.09,0.4,1144,4
2017,Burdwood,0.1,0.76,1144,5
2017,Burdwood,0.1,0.48,1144,5
2017,Burdwood,0.13,0.22,1144,6
2017,Burdwood,0.25,0.3,1144,6
2017,Burdwood,0.26,0.47,1144,7
2017,Burdwood,0.13,0.01,1144,8
2017,Burdwood,0.19,0.01,1144,8
2017,Burdwood,0.11,0.05,1144,9
2017,Burdwood,0.19,0.02,1144,9
2017,Burdwood,0.54,0.13,1144,10
2017,Burdwood,0.5,0.06,1144,11
2017,Burdwood,0.63,0.01,1144,12
2018,Burdwood,NA,NA,1144,1
2018,Burdwood,NA,NA,1144,2
2018,Burdwood,NA,NA,1144,3
2018,Burdwood,0.05,0.6,1144,4
2018,Burdwood,0.28,0.57,1144,4
2018,Burdwood,0,0.18,1144,5
2018,Burdwood,NA,NA,1144,5
2018,Burdwood,0.04,0.09,1144,6
2018,Burdwood,NA,NA,1144,6
2018,Burdwood,0.09,0.07,1144,7
2018,Burdwood,0.04,0.19,1144,7
2018,Burdwood,0.04,0.09,1144,8
2018,Burdwood,0.06,0.02,1144,8
2018,Burdwood,0.08,0.2,1144,9
2018,Burdwood,0.33,0.08,1144,9
2018,Burdwood,0.37,0.1,1144,10
2018,Burdwood,0.31,0.05,1144,11
2018,Burdwood,0.44,0.34,1144,12
2019,Burdwood,0.38,1.98,1144,1
2019,Burdwood,0.54,1.33,1144,2
2019,Burdwood,0.4,1.63,1144,3
2019,Burdwood,0.81,2.49,1144,3
2019,Burdwood,0.78,2.31,1144,3
2019,Burdwood,0.14,0.12,1144,4
2019,Burdwood,0.08,0.15,1144,5
2019,Burdwood,0.12,0.13,1144,5
2019,Burdwood,0.06,0.03,1144,5
2019,Burdwood,0.04,0.04,1144,6
2019,Burdwood,0.11,0.71,1144,6
2019,Burdwood,0.02,0.1,1144,7
2019,Burdwood,0.07,0.07,1144,7
2019,Burdwood,0.13,0.24,1144,8
2019,Burdwood,0.03,0.07,1144,8
2019,Burdwood,0.16,0.42,1144,8
2019,Burdwood,0.13,0.4,1144,9
2019,Burdwood,0.31,0.26,1144,9
2019,Burdwood,0.33,0.16,1144,10
2019,Burdwood,0.3,0.1,1144,10
2019,Burdwood,0.58,0.08,1144,11
2019,Burdwood,0.33,0.07,1144,11
2019,Burdwood,0.43,0.05,1144,12
2019,Burdwood,0.28,0.03,1144,12
2020,Burdwood,NA,NA,1144,1
2020,Burdwood,NA,NA,1144,2
2011,Cecil Island,NA,NA,819,3
2011,Cecil Island,NA,NA,819,4
2011,Cecil Island,0.03,0.18,819,5
2011,Cecil Island,0.33,0,819,5
2011,Cecil Island,0.18,0.03,819,6
2011,Cecil Island,1.15,0.1,819,6
2011,Cecil Island,0.13,0,819,7
2011,Cecil Island,0.35,0,819,7
2011,Cecil Island,0.03,0,819,7
2011,Cecil Island,0.13,0.01,819,8
2011,Cecil Island,0.08,0,819,9
2011,Cecil Island,0,0.1,819,10
2011,Cecil Island,0.1,0,819,11
2011,Cecil Island,0.13,0.03,819,11
2011,Cecil Island,0.28,0.15,819,12
2012,Cecil Island,0.55,0.25,819,1
2012,Cecil Island,0.68,0.25,819,2
2012,Cecil Island,0,0,819,3
2012,Cecil Island,NA,NA,819,3
2012,Cecil Island,0.85,0,819,4
2012,Cecil Island,NA,NA,819,4
2012,Cecil Island,0.72,0.03,819,5
2012,Cecil Island,NA,NA,819,5
2012,Cecil Island,NA,NA,819,6
2012,Cecil Island,0.23,0,819,7
2012,Cecil Island,NA,NA,819,8
2012,Cecil Island,0.28,0,819,9
2012,Cecil Island,0.02,0,819,10
2012,Cecil Island,0.07,0,819,11
2012,Cecil Island,0.13,0,819,12
2013,Cecil Island,0.43,0,819,1
2013,Cecil Island,0.18,0,819,2
2013,Cecil Island,0.15,0.85,819,3
2013,Cecil Island,NA,NA,819,3
2013,Cecil Island,1.5,0,819,4
2013,Cecil Island,NA,NA,819,4
2013,Cecil Island,NA,NA,819,5
2013,Cecil Island,NA,NA,819,6
2013,Cecil Island,0.03,0,819,7
2013,Cecil Island,0,0,819,8
2013,Cecil Island,0.02,0,819,9
2013,Cecil Island,0.15,0.08,819,10
2013,Cecil Island,0.15,0.05,819,11
2013,Cecil Island,0.9,1.85,819,12
2014,Cecil Island,0.9,0.35,819,1
2014,Cecil Island,0.45,3.75,819,1
2014,Cecil Island,0.95,3.7,819,1
2014,Cecil Island,0.7,0.18,819,2
2014,Cecil Island,0,0,819,3
2014,Cecil Island,NA,NA,819,3
2014,Cecil Island,0.44,0.28,819,4
2014,Cecil Island,NA,NA,819,4
2014,Cecil Island,0.76,0.58,819,5
2014,Cecil Island,NA,NA,819,5
2014,Cecil Island,0,0.07,819,6
2014,Cecil Island,NA,NA,819,6
2014,Cecil Island,0.09,0.04,819,7
2014,Cecil Island,0.07,0.13,819,8
2014,Cecil Island,1.5,0.1,819,9
2014,Cecil Island,0.43,0.1,819,10
2014,Cecil Island,1.05,0.05,819,11
2014,Cecil Island,1.38,0.06,819,11
2014,Cecil Island,1.35,0.55,819,12
2015,Cecil Island,2.15,0.9,819,1
2015,Cecil Island,2.05,0.22,819,2
2015,Cecil Island,1.55,0.15,819,3
2015,Cecil Island,4.45,0.28,819,3
2015,Cecil Island,0,0.05,819,4
2015,Cecil Island,NA,NA,819,4
2015,Cecil Island,0.07,0,819,5
2015,Cecil Island,NA,NA,819,5
2015,Cecil Island,NA,NA,819,6
2015,Cecil Island,0.05,0,819,7
2015,Cecil Island,NA,NA,819,8
2015,Cecil Island,NA,NA,819,9
2015,Cecil Island,0.1,0.04,819,10
2015,Cecil Island,0,0,819,11
2015,Cecil Island,0.37,0.38,819,12
2016,Cecil Island,0.58,0.35,819,1
2016,Cecil Island,0.1,0.1,819,1
2016,Cecil Island,0.53,2.96,819,2
2016,Cecil Island,0.55,2.75,819,3
2017,Cecil Island,NA,NA,819,3
2017,Cecil Island,NA,NA,819,4
2017,Cecil Island,0,0.36,819,5
2017,Cecil Island,0,0,819,6
2017,Cecil Island,NA,NA,819,7
2019,Cecil Island,NA,NA,819,3
2019,Cecil Island,NA,NA,819,4
2019,Cecil Island,0,0.91,819,5
2019,Cecil Island,0,0.34,819,5
2019,Cecil Island,NA,NA,819,6
2019,Cecil Island,NA,NA,819,7
2021,Cecil Island,NA,NA,819,2
2021,Cecil Island,0,0,819,3
2021,Cecil Island,0,0.05,819,3
2021,Cecil Island,0,0.32,819,4
2021,Cecil Island,0,0.52,819,4
2021,Cecil Island,0,0.05,819,4
2021,Cecil Island,0.02,0.1,819,4
2021,Cecil Island,0,0.08,819,5
2021,Cecil Island,0,0.05,819,5
2021,Cecil Island,0.1,0.02,819,5
2021,Cecil Island,0.03,0.07,819,5
2021,Cecil Island,0.02,0.02,819,5
2021,Cecil Island,0.02,0,819,6
2021,Cecil Island,0.08,0.02,819,6
2021,Cecil Island,0,0.02,819,6
2021,Cecil Island,0.07,0,819,6
2021,Cecil Island,0,0,819,7
2021,Cecil Island,0.01,0,819,7
2021,Cecil Island,0.02,0,819,7
2021,Cecil Island,0,0,819,7
2021,Cecil Island,0.02,0,819,8
2021,Cecil Island,NA,NA,819,9
2011,Chancellor Channel,0.05,0.07,790,1
2011,Chancellor Channel,0.12,0.7,790,2
2011,Chancellor Channel,0.27,0.45,790,3
2011,Chancellor Channel,0.2,0.3,790,3
2011,Chancellor Channel,0.38,0.25,790,4
2011,Chancellor Channel,0.4,0.18,790,4
2011,Chancellor Channel,0.55,0.32,790,5
2011,Chancellor Channel,0.93,0.87,790,5
2011,Chancellor Channel,1.6,1.02,790,6
2011,Chancellor Channel,NA,NA,790,6
2011,Chancellor Channel,0.37,0,790,7
2011,Chancellor Channel,0.03,0,790,7
2011,Chancellor Channel,0,0.03,790,8
2011,Chancellor Channel,0.02,1.55,790,9
2011,Chancellor Channel,0.12,0.45,790,10
2011,Chancellor Channel,0.12,0.45,790,11
2011,Chancellor Channel,0.12,0.45,790,12
2012,Chancellor Channel,NA,NA,790,1
2016,Chancellor Channel,0.2,0.03,790,5
2016,Chancellor Channel,0.23,0.03,790,5
2016,Chancellor Channel,0.22,0.2,790,5
2016,Chancellor Channel,0.78,0,790,6
2016,Chancellor Channel,0.35,0.33,790,6
2016,Chancellor Channel,1.5,0,790,6
2016,Chancellor Channel,0.6,0.27,790,7
2016,Chancellor Channel,0.53,0.23,790,7
2016,Chancellor Channel,1.23,0.1,790,8
2016,Chancellor Channel,2.08,0.1,790,8
2016,Chancellor Channel,3.12,0.28,790,9
2016,Chancellor Channel,4.32,1.15,790,10
2016,Chancellor Channel,5.1,0.48,790,11
2016,Chancellor Channel,4.07,0.7,790,11
2016,Chancellor Channel,1.83,0,790,12
2016,Chancellor Channel,0.22,0.03,790,12
2017,Chancellor Channel,0.27,0,790,1
2017,Chancellor Channel,0.4,0,790,2
2017,Chancellor Channel,0.2,0,790,2
2017,Chancellor Channel,0.15,0.05,790,2
2017,Chancellor Channel,0.28,0.05,790,3
2017,Chancellor Channel,0.13,0,790,3
2017,Chancellor Channel,0.15,0.07,790,3
2017,Chancellor Channel,0.48,0,790,4
2017,Chancellor Channel,1.03,0,790,4
2017,Chancellor Channel,0.25,0,790,4
2017,Chancellor Channel,0.48,0.15,790,4
2017,Chancellor Channel,0.45,0,790,5
2017,Chancellor Channel,NA,NA,790,5
2017,Chancellor Channel,NA,NA,790,6
2018,Chancellor Channel,0.05,0.1,790,7
2018,Chancellor Channel,0.18,0,790,8
2018,Chancellor Channel,0.33,0.5,790,8
2018,Chancellor Channel,0.58,4.34,790,8
2018,Chancellor Channel,0.63,2.83,790,8
2018,Chancellor Channel,0.71,4.51,790,8
2018,Chancellor Channel,0.73,1.53,790,9
2018,Chancellor Channel,1.12,8.55,790,9
2018,Chancellor Channel,0.9,0.7,790,9
2018,Chancellor Channel,2.4,3.73,790,10
2018,Chancellor Channel,2.35,0.33,790,10
2018,Chancellor Channel,1.73,0.32,790,10
2018,Chancellor Channel,0.46,0.05,790,10
2018,Chancellor Channel,0.77,0.27,790,10
2018,Chancellor Channel,0.5,0.38,790,11
2018,Chancellor Channel,0.94,0.23,790,11
2018,Chancellor Channel,1.88,0,790,11
2018,Chancellor Channel,2.4,0.62,790,11
2018,Chancellor Channel,3.85,0.08,790,11
2018,Chancellor Channel,2.22,1.15,790,12
2018,Chancellor Channel,2.72,0.05,790,12
2018,Chancellor Channel,1,0.13,790,12
2019,Chancellor Channel,1,0,790,1
2019,Chancellor Channel,0.5,0.13,790,1
2019,Chancellor Channel,0.52,0.03,790,1
2019,Chancellor Channel,0.18,0.03,790,1
2019,Chancellor Channel,0.15,0,790,2
2019,Chancellor Channel,0.1,0.13,790,2
2019,Chancellor Channel,0.05,0,790,2
2019,Chancellor Channel,0.1,0.05,790,2
2019,Chancellor Channel,0.07,0,790,3
2019,Chancellor Channel,0.05,0,790,3
2019,Chancellor Channel,0.22,0,790,3
2019,Chancellor Channel,0.05,0,790,3
2019,Chancellor Channel,0.17,0.12,790,4
2019,Chancellor Channel,0.03,0,790,4
2019,Chancellor Channel,0.07,0.13,790,4
2019,Chancellor Channel,0.08,0.08,790,4
2019,Chancellor Channel,0.63,0.17,790,4
2019,Chancellor Channel,0.1,0.1,790,5
2019,Chancellor Channel,0.33,0.1,790,5
2019,Chancellor Channel,1.15,0.28,790,5
2019,Chancellor Channel,0.83,0.42,790,5
2019,Chancellor Channel,1.4,0.28,790,6
2019,Chancellor Channel,1.15,1.28,790,6
2019,Chancellor Channel,0.52,0.25,790,6
2019,Chancellor Channel,1.13,0,790,6
2019,Chancellor Channel,0.88,0.02,790,7
2019,Chancellor Channel,0.3,0,790,7
2019,Chancellor Channel,0.47,0,790,7
2019,Chancellor Channel,0.25,0,790,7
2019,Chancellor Channel,0.63,0,790,8
2019,Chancellor Channel,0.18,0,790,8
2019,Chancellor Channel,0,0,790,8
2019,Chancellor Channel,NA,NA,790,9
2019,Chancellor Channel,NA,NA,790,10
2020,Chancellor Channel,0.1,0.03,790,7
2020,Chancellor Channel,0.33,0.45,790,7
2020,Chancellor Channel,0.22,0.22,790,8
2020,Chancellor Channel,3.71,4.6,790,8
2020,Chancellor Channel,3.05,0.64,790,8
2020,Chancellor Channel,2.23,0.35,790,9
2020,Chancellor Channel,2.08,0.45,790,9
2020,Chancellor Channel,4.01,0.12,790,9
2020,Chancellor Channel,1.28,0,790,9
2020,Chancellor Channel,3.05,0.08,790,10
2020,Chancellor Channel,2.72,0.02,790,10
2020,Chancellor Channel,1.6,0,790,10
2020,Chancellor Channel,0.3,0.01,790,10
2020,Chancellor Channel,0.42,0,790,10
2020,Chancellor Channel,0.05,0,790,11
2020,Chancellor Channel,0.22,0,790,11
2020,Chancellor Channel,0.25,0,790,11
2020,Chancellor Channel,1.48,0.52,790,11
2020,Chancellor Channel,1.98,1.23,790,12
2020,Chancellor Channel,1.88,0.37,790,12
2020,Chancellor Channel,1.95,1.73,790,12
2020,Chancellor Channel,4.19,1.28,790,12
2020,Chancellor Channel,0.38,0.08,790,12
2021,Chancellor Channel,0.53,0.01,790,1
2021,Chancellor Channel,0.35,0.03,790,1
2021,Chancellor Channel,0.22,0.07,790,1
2021,Chancellor Channel,0.4,0.9,790,1
2021,Chancellor Channel,0.53,1.05,790,2
2021,Chancellor Channel,0.84,2.16,790,2
2021,Chancellor Channel,2.62,5.78,790,2
2021,Chancellor Channel,0.29,0.24,790,3
2021,Chancellor Channel,0.18,0.05,790,3
2021,Chancellor Channel,0.25,0.05,790,3
2021,Chancellor Channel,0.58,0.23,790,3
2021,Chancellor Channel,0.27,0.32,790,4
2021,Chancellor Channel,0.15,1.2,790,4
2021,Chancellor Channel,0.55,1.35,790,4
2021,Chancellor Channel,0.52,1.13,790,4
2021,Chancellor Channel,1.05,0.95,790,5
2021,Chancellor Channel,1.65,3.15,790,5
2021,Chancellor Channel,1.53,3.66,790,5
2021,Chancellor Channel,0.16,0.07,790,5
2021,Chancellor Channel,0.05,0.13,790,6
2021,Chancellor Channel,0.1,0.23,790,6
2021,Chancellor Channel,0.23,0.07,790,6
2021,Chancellor Channel,0.65,0.15,790,6
2021,Chancellor Channel,0.58,1.1,790,6
2021,Chancellor Channel,1,0.78,790,7
2021,Chancellor Channel,1.12,1.05,790,7
2021,Chancellor Channel,1.25,0.52,790,7
2021,Chancellor Channel,1.72,1.5,790,7
2021,Chancellor Channel,NA,NA,790,8
2021,Chancellor Channel,NA,NA,790,9
2011,Cleagh Creek,0.62,0.37,1376,1
2011,Cleagh Creek,0.6,0.8,1376,1
2011,Cleagh Creek,0.57,2.02,1376,2
2011,Cleagh Creek,0.65,0.68,1376,2
2011,Cleagh Creek,0.23,0.23,1376,2
2011,Cleagh Creek,0.1,0.02,1376,3
2011,Cleagh Creek,0.03,0,1376,3
2011,Cleagh Creek,0.03,0,1376,3
2011,Cleagh Creek,0.03,0,1376,4
2011,Cleagh Creek,0,0,1376,4
2011,Cleagh Creek,0,0,1376,5
2011,Cleagh Creek,NA,NA,1376,5
2011,Cleagh Creek,0,0,1376,6
2011,Cleagh Creek,0,0.17,1376,6
2011,Cleagh Creek,NA,NA,1376,7
2011,Cleagh Creek,NA,NA,1376,8
2013,Cliff Bay,NA,NA,136,1
2013,Cliff Bay,NA,NA,136,2
2013,Cliff Bay,NA,NA,136,3
2013,Cliff Bay,0,0.17,136,4
2013,Cliff Bay,0.05,0.05,136,4
2013,Cliff Bay,NA,NA,136,5
2013,Cliff Bay,NA,NA,136,6
2015,Cliff Bay,NA,NA,136,1
2015,Cliff Bay,NA,NA,136,2
2015,Cliff Bay,0.05,0.02,136,3
2015,Cliff Bay,NA,NA,136,3
2015,Cliff Bay,0.1,0.03,136,4
2015,Cliff Bay,0.05,1.47,136,4
2015,Cliff Bay,NA,NA,136,5
2015,Cliff Bay,NA,NA,136,6
2011,Concepcion,0,0,1789,2
2011,Concepcion,0,0,1789,3
2011,Concepcion,0,0,1789,3
2011,Concepcion,0,0.05,1789,4
2011,Concepcion,0.03,0,1789,4
2011,Concepcion,0,0,1789,5
2011,Concepcion,0,0,1789,5
2011,Concepcion,0,0,1789,6
2011,Concepcion,0,0,1789,6
2011,Concepcion,0.05,0,1789,7
2011,Concepcion,0.08,0,1789,8
2011,Concepcion,0.18,0,1789,9
2011,Concepcion,0.35,0,1789,10
2011,Concepcion,0.4,0,1789,11
2011,Concepcion,0.33,0,1789,12
2012,Concepcion,0.12,0,1789,1
2012,Concepcion,0.32,0,1789,1
2012,Concepcion,0.07,0,1789,2
2012,Concepcion,0.22,0,1789,3
2012,Concepcion,0.15,0.02,1789,3
2012,Concepcion,0.22,0.02,1789,4
2012,Concepcion,0.13,0.13,1789,4
2012,Concepcion,0.27,0.03,1789,5
2012,Concepcion,0.22,0,1789,5
2012,Concepcion,NA,NA,1789,6
2012,Concepcion,0.03,0,1789,7
2012,Concepcion,0.23,0,1789,8
2012,Concepcion,NA,NA,1789,9
2012,Concepcion,NA,NA,1789,10
2012,Concepcion,NA,NA,1789,11
2013,Concepcion,NA,NA,1789,2
2013,Concepcion,NA,NA,1789,3
2013,Concepcion,NA,NA,1789,4
2013,Concepcion,0.07,0,1789,5
2013,Concepcion,0,0,1789,5
2013,Concepcion,NA,NA,1789,6
2013,Concepcion,0,0,1789,7
2013,Concepcion,0.07,0,1789,7
2013,Concepcion,0.32,1.77,1789,8
2013,Concepcion,0.75,0.2,1789,9
2013,Concepcion,2.4,0,1789,9
2013,Concepcion,1.4,0,1789,10
2013,Concepcion,0.36,0,1789,11
2013,Concepcion,0.4,0,1789,12
2014,Concepcion,0.25,0,1789,1
2014,Concepcion,0.13,0,1789,2
2014,Concepcion,0.1,0.03,1789,3
2014,Concepcion,0.2,0.18,1789,4
2014,Concepcion,0.27,0,1789,4
2014,Concepcion,0.18,0,1789,5
2014,Concepcion,0.2,0,1789,5
2014,Concepcion,0.15,0,1789,6
2014,Concepcion,0.08,0.03,1789,6
2014,Concepcion,NA,NA,1789,7
2014,Concepcion,NA,NA,1789,8
2014,Concepcion,NA,NA,1789,9
2014,Concepcion,NA,NA,1789,11
2014,Concepcion,0,0,1789,12
2015,Concepcion,0,0,1789,1
2015,Concepcion,0.05,0,1789,2
2015,Concepcion,0.07,0,1789,3
2015,Concepcion,0.02,0,1789,3
2015,Concepcion,0.02,0,1789,4
2015,Concepcion,0.02,0,1789,4
2015,Concepcion,0,0,1789,5
2015,Concepcion,0.04,0,1789,5
2015,Concepcion,0.28,0,1789,6
2015,Concepcion,1.95,0,1789,7
2015,Concepcion,1.48,0.02,1789,7
2015,Concepcion,2.1,0,1789,8
2015,Concepcion,1.4,0,1789,9
2015,Concepcion,1.28,0,1789,10
2015,Concepcion,1.22,0,1789,11
2015,Concepcion,0.88,0,1789,12
2016,Concepcion,0.55,0,1789,1
2016,Concepcion,0.77,0,1789,2
2016,Concepcion,1.08,0,1789,3
2016,Concepcion,2.05,0,1789,3
2016,Concepcion,3,0,1789,4
2016,Concepcion,NA,NA,1789,4
2016,Concepcion,NA,NA,1789,5
2016,Concepcion,NA,NA,1789,6
2016,Concepcion,NA,NA,1789,7
2016,Concepcion,NA,NA,1789,8
2016,Concepcion,NA,NA,1789,11
2016,Concepcion,NA,NA,1789,12
2017,Concepcion,0.02,0.02,1789,1
2017,Concepcion,0,0,1789,2
2017,Concepcion,0,0,1789,3
2017,Concepcion,0,0,1789,3
2017,Concepcion,0,0,1789,4
2017,Concepcion,0,0,1789,4
2017,Concepcion,0,0,1789,5
2017,Concepcion,0,0,1789,5
2017,Concepcion,0,0,1789,6
2017,Concepcion,0,0,1789,6
2017,Concepcion,0.02,0.07,1789,7
2017,Concepcion,0.03,0,1789,7
2017,Concepcion,0.21,2.51,1789,8
2017,Concepcion,0.8,0,1789,9
2017,Concepcion,4.08,0,1789,9
2017,Concepcion,9.05,0,1789,10
2017,Concepcion,0.69,0,1789,10
2017,Concepcion,0.05,0,1789,10
2017,Concepcion,1.45,0,1789,11
2017,Concepcion,1.52,0,1789,12
2018,Concepcion,1.9,0,1789,1
2018,Concepcion,0.87,0,1789,2
2018,Concepcion,0.52,0,1789,3
2018,Concepcion,0.42,0,1789,3
2018,Concepcion,0.33,0,1789,4
2018,Concepcion,0.33,0,1789,4
2018,Concepcion,0.92,0,1789,5
2018,Concepcion,1.05,0,1789,5
2018,Concepcion,0.9,0,1789,6
2018,Concepcion,NA,NA,1789,6
2018,Concepcion,NA,NA,1789,7
2018,Concepcion,NA,NA,1789,8
2018,Concepcion,NA,NA,1789,11
2018,Concepcion,0,0,1789,12
2019,Concepcion,0,0,1789,1
2019,Concepcion,0.02,0.15,1789,2
2019,Concepcion,0.02,0.26,1789,3
2019,Concepcion,0.02,0.3,1789,3
2019,Concepcion,0.08,0.05,1789,4
2019,Concepcion,0,0.18,1789,4
2019,Concepcion,0.12,0,1789,5
2019,Concepcion,0,0.81,1789,5
2019,Concepcion,0.1,0.07,1789,6
